모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급
Mercedes-Benz E 450 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,192,9.1,5등급
Mercedes-Benz E 450 4MATIC Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,198,8.9,5등급
BMW X4 M40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,195,8.7,5등급
BMW X3 M40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,196,8.7,5등급
S8L TFSI,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,246,7.2,5등급
캐딜락 CT4 2.0T,GM,승용차,일반형,내연기관,휘발유,1998,자동8,161,10.6,4등급
A8 L 60 TFSI quattro,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,226,7.7,5등급
A8 L 60 TFSI quattro,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,226,7.7,5등급
캐딜락 CT5 2.0T,GM,승용차,일반형,내연기관,휘발유,1998,자동10,170,10.2,4등급
Peugeot e-2008 SUV,PSA Automobiles,승용차,다목적형,전기(MCT),전기,0,없음,0,4.3,고속
BMW X5 xDrive45e iPerformance,BMW,승용차,다목적형,PHEV,전기+휘발유,2998,자동8,43,2.3 / 8.1,PHEV
Mercedes-Benz GLE 300 d 4MATIC,벤츠,승용차,다목적형,내연기관,경유,1950,자동9,181,10.7,4등급
마칸 GTS,포르쉐,승용차,다목적형,내연기관,휘발유,2894,자동7,225,7.7,5등급
벤츠 E 350 4MATIC,벤츠,승용차,일반형,하이브리드,휘발유,1991,자동9,171,10.2,4등급
Mercedes-AMG GLC 43 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,2996,자동9,212,8.3,5등급
Mercedes-Benz GLS 400 d 4MATIC,벤츠,승용차,다목적형,내연기관,경유,2925,자동9,199,9.8,4등급
벤츠 E 220 d Coupe,벤츠,승용차,일반형,내연기관,경유,1950,자동9,139,13.7,3등급
718 카이맨,포르쉐,승용차,일반형,내연기관,휘발유,1988,자동7,186,9.3,5등급
718 박스터,포르쉐,승용차,일반형,내연기관,휘발유,1988,자동7,186,9.3,5등급
카이엔 터보 COUPE (5인승),포르쉐,승용차,다목적형,내연기관,휘발유,3996,자동8,265,6.6,5등급
카이엔 터보 COUPE,포르쉐,승용차,다목적형,내연기관,휘발유,3996,자동8,265,6.6,5등급
카이엔 터보,포르쉐,승용차,다목적형,내연기관,휘발유,3996,자동8,265,6.6,5등급
BMW 320d Touring,BMW,승용차,일반형,내연기관,경유,1995,자동8,134,14.1,2등급
Q5 45 TFSI quattro,아우디,승용차,다목적형,내연기관,휘발유,1984,자동7,167,10.3,4등급
Q7 45 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,184,10.5,4등급
A5 Sportback 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,162,10.6,4등급
Q5 45 TFSI quattro,아우디,승용차,다목적형,내연기관,휘발유,1984,자동7,167,10.3,4등급
A4 35 TDI,아우디,승용차,일반형,내연기관,경유,1968,자동7,117,15.9,2등급
S7 TDI,아우디,승용차,일반형,하이브리드,경유,2967,자동8,161,12,3등급
A5 Coupe 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,166,10.4,4등급
SQ8 TDI,아우디,승용차,다목적형,하이브리드,경유,3956,자동8,232,8.5,5등급
A5 Sportback 40 TDI quattro,아우디,승용차,일반형,내연기관,경유,1968,자동7,141,13.5,3등급
A4 40 TDI quattro,아우디,승용차,일반형,내연기관,경유,1968,자동7,138,13.8,2등급
A5 Cabriolet 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,160,10.8,4등급
S6 TDI,아우디,승용차,일반형,하이브리드,경유,2967,자동8,169,11.4,4등급
SQ8 TDI,아우디,승용차,다목적형,하이브리드,경유,3956,자동8,232,8.5,5등급
A4 40 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,140,12.2,3등급
코란도 1.6 디젤 6AT AWD SCR,쌍용,승용차,다목적형,내연기관,경유,1597,자동6,135,14.1,2등급
코란도 가솔린 1.5 AT 2WD 저공해3종 17인치,쌍용,승용차,다목적형,내연기관,휘발유,1497,자동6,144,11.5,4등급
코란도 가솔린 1.5 AT 2WD 저공해3종 19인치,쌍용,승용차,다목적형,내연기관,휘발유,1497,자동6,147,11.3,4등급
코란도 가솔린 1.5 AT 4WD 저공해3종,쌍용,승용차,다목적형,내연기관,휘발유,1497,자동6,159,10.5,4등급
Peugeot 2008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,109,17.1,1등급
"Lincoln Nautilus 2.7 AWD (21"" wheel)",포드,승용차,다목적형,내연기관,휘발유,2694,자동8,192,8.8,5등급
재규어 XF 25t,재규어,승용차,일반형,내연기관,휘발유,1997,자동8,160,10.3,4등급
재규어 XF 25t AWD,재규어,승용차,일반형,내연기관,휘발유,1997,자동8,167,9.9,4등급
BMW M2 CS,BMW,승용차,일반형,내연기관,휘발유,2979,자동7,195,8.7,5등급
마칸,포르쉐,승용차,다목적형,내연기관,휘발유,1984,자동7,200,8.7,5등급
카이엔 E-하이브리드 COUPE,포르쉐,승용차,다목적형,PHEV,전기+휘발유,2995,자동8,102,1.7 / 7.7,PHEV
카이엔 E-하이브리드 COUPE (5인승),포르쉐,승용차,다목적형,PHEV,전기+휘발유,2995,자동8,102,1.7 / 7.7,PHEV
Mercedes-Benz GLE 400 d 4MATIC Coupe,벤츠,승용차,다목적형,내연기관,경유,2925,자동9,184,10.5,4등급
"Mercedes-Benz C 200 Coupe	",벤츠,승용차,일반형,내연기관,휘발유,1991,자동9,156,11.1,4등급
Mercedes-AMG C 63 S Coupe,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,220,8,5등급
Mercedes-AMG C 43 4MATIC Coupe,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,201,8.7,5등급
카이엔 COUPE (5인승),포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,223,7.8,5등급
카이엔,포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,223,7.8,5등급
카이엔 COUPE,포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,223,7.8,5등급
718 카이맨 S,포르쉐,승용차,일반형,내연기관,휘발유,2497,자동7,198,8.7,5등급
718 박스터 S,포르쉐,승용차,일반형,내연기관,휘발유,2497,자동7,198,8.7,5등급
짚 컴패스 2.4 FWD,크라이슬러,승용차,다목적형,내연기관,휘발유,2360,자동6,181,9.6,4등급
Mercedes-Benz GLC 300 4MATIC ,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동9,179,9.7,4등급
Mercedes-Benz GLS 580 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,3982,자동9,243,7.3,5등급
A5 Sportback 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,165,10.4,4등급
A5 Coupe 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,159,10.8,4등급
모닝(JA PE)_1.0가솔린_14인치타이어,기아,승용차,일반형,내연기관,휘발유,998,자동4,104,15.7,경형
모닝(JA PE)_1.0가솔린_14인치타이어_밴형,기아,승용차,일반형,내연기관,휘발유,998,자동4,104,15.7,경형
모닝(JA PE)_1.0가솔린_16인치타이어,기아,승용차,일반형,내연기관,휘발유,998,자동4,112,14.7,경형
벤츠 C 200 Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,1991,자동9,167,10.4,4등급
Arteon 2.0 TDI,폭스바겐,승용차,일반형,내연기관,경유,1968,자동7,124,15.2,2등급
Q5 40 TDI quattro,아우디,승용차,다목적형,내연기관,경유,1968,자동7,160,12,3등급
A7 45 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동8,160,12.1,3등급
A7 55 TFSI quattro,아우디,승용차,일반형,하이브리드,휘발유,2995,자동7,182,9.5,4등급
A6 50 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동8,153,12.5,3등급
A6 45 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동8,153,12.5,3등급
Q3 Sportback 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,133,14.3,2등급
A6 45 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,144,11.8,3등급
Mercedes-Benz GLE 450 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,200,8.7,5등급
Mercedes-Benz GLE 450 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,200,8.7,5등급
Peugeot e-208,PSA Automobiles,승용차,일반형,전기(MCT),전기,0,없음,0,4.4,고속
벨로스터 N 2.0T-GDI_8DCT,현대,승용차,일반형,내연기관,휘발유,1998,자동8,167,10.2,4등급
쏘렌토 2.2디젤 4WD 7인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.3,3등급
쏘렌토 2.2디젤 4WD 5인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,137,13.9,2등급
쏘렌토 2.2디젤 2WD 7인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,133,14.3,2등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.2,2등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,133,14.3,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,133,14.3,2등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.2,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.2,2등급
쏘렌토 2.2디젤 4WD 5인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13,3등급
쏘렌토 2.2디젤 4WD 6인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13,3등급
쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.3,3등급
쏘렌토 2.2디젤 4WD 6인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.3,3등급
쏘렌토 2.2디젤 2WD 5인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 2WD 6인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 4WD 7인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13,3등급
아반떼 1.6 가솔린 15인치 타이어(MT),현대,승용차,일반형,내연기관,휘발유,1598,수동6,115,14.4,2등급
아반떼 1.6 가솔린 17인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,114,14.5,2등급
아반떼 1.6 가솔린 16인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,110,14.9,2등급
아반떼 1.6 LPI 15인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,122,10.6,4등급
아반떼 1.6 LPI 16인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,123,10.5,4등급
아반떼 1.6 가솔린 15인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,106,15.4,2등급
아반떼 1.6 LPI 17인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,126,10.3,4등급
Mercedes-AMG GLC 43 4MATIC Coupe,벤츠,승용차,다목적형,내연기관,휘발유,2996,자동9,217,8.1,5등급
벤츠 E 220 d,벤츠,승용차,일반형,내연기관,경유,1950,자동9,136,13.9,2등급
Mercedes-AMG CLS 53 4MATIC +,벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,189,9.2,5등급
벨로스터 N 2.0T-GDI (PP)_21MY,현대,승용차,일반형,내연기관,휘발유,1998,수동6,162,10.5,4등급
벨로스터 N 2.0T-GDI (STD)_21MY,현대,승용차,일반형,내연기관,휘발유,1998,수동6,159,10.7,4등급
BMW M235i xDrive Gran Coupe,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,161,10.4,4등급
A5 Cabriolet 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,164,10.5,4등급
Mercedes-Benz S 450 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,208,8.5,5등급
Mercedes-Benz S 450 4MATIC Coupe,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,213,8.3,5등급
Mercedes-AMG S 63 4MATIC Coupe,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,241,7.4,5등급
Mercedes-Benz S 450 4MATIC(4인승),벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,208,8.5,5등급
BMW 320i Touring,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,143,11.7,3등급
BMW M340i xDrive Touring,BMW,승용차,일반형,내연기관,휘발유,2998,자동8,170,9.9,4등급
쏘나타(DN8) 1.6 T-GDI_18인치타이어_21MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,126,13.2,3등급
쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,120,13.8,2등급
쏘나타(DN8) 2.0LPI_17인치타이어_21MY,현대,승용차,일반형,내연기관,LPG,1999,자동6,128,10.2,4등급
쏘나타(DN8) 2.0LPI_16인치타이어_21MY,현대,승용차,일반형,내연기관,LPG,1999,자동6,128,10.2,4등급
쏘나타(DN8) 2.0CVVL_17인치타이어(빌트인캠)_21MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,130,12.8,3등급
쏘나타(DN8) 2.0CVVL_17인치타이어_21MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,129,12.9,3등급
쏘나타(DN8) 1.6 T-GDI_17인치타이어(빌트인캠)_21MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,122,13.6,3등급
쏘나타(DN8) 2.0CVVL_18인치타이어(빌트인캠)_21MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,133,12.6,3등급
쏘나타(DN8) 2.0CVVL_18인치타이어_21MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,130,12.8,3등급
X5 M Competition,BMW,승용차,다목적형,내연기관,휘발유,4395,자동8,258,6.7,5등급
BMW X5 M,BMW,승용차,다목적형,내연기관,휘발유,4395,자동8,258,6.7,5등급
토요타 Prius AWD,토요타,승용차,일반형,하이브리드,휘발유,1798,무단변속,74,20.9,1등급
Q2 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,125,15.1,2등급
Q8 45 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,182,10.7,4등급
Q8 50 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,186,10.5,4등급
A8 50 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동8,171,11.3,4등급
A8L 50 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동8,174,11.1,4등급
Q7 50 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,191,10.2,4등급
Q7 45 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,191,10.2,4등급
Touareg 4.0 TDI,폭스바겐,승용차,다목적형,내연기관,경유,3956,자동8,216,9.1,5등급
Touareg 3.0TDI,폭스바겐,승용차,다목적형,내연기관,경유,2967,자동8,180,10.8,4등급
G80 3.5T-GDI AWD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,207,8.4,5등급
G80 3.5T-GDI AWD 19인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,3470,자동8,205,8.4,5등급
G80 3.5T-GDI AWD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,203,8.4,5등급
G80 3.5T-GDI 2WD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,188,9.1,5등급
G80 3.5T-GDI 2WD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,187,9.2,5등급
G80 3.5T-GDI 2WD 19인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,3470,자동8,189,9.1,5등급
G80 2.5T-GDI AWD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,174,9.8,4등급
G80 2.5T-GDI AWD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,173,9.8,4등급
G80 2.5T-GDI AWD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,2497,자동8,171,9.9,4등급
G80 2.5T-GDI AWD 18인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,167,10.1,4등급
G80 2.5T-GDI 2WD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,160,10.6,4등급
G80 2.5T-GDI 2WD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,160,10.6,4등급
G80 2.5T-GDI 2WD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,2497,자동8,158,10.7,4등급
G80 2.5T-GDI 2WD 18인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,157,10.8,4등급
렉서스 RX450hL,토요타,승용차,다목적형,하이브리드,휘발유,3456,무단변속,134,12.3,3등급
렉서스 RX450hL,토요타,승용차,다목적형,하이브리드,휘발유,3456,무단변속,134,12.3,3등급
GV80 2.5T-GDI AWD 5인 19인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.8,5등급
GV80 2.5T-GDI AWD 5인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9,5등급
GV80 2.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,199,8.6,5등급
GV80 2.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.5,5등급
GV80 2.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.1,5등급
GV80 2.5T-GDI 2WD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.1,5등급
GV80 2.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.1,5등급
GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.8,5등급
GV80 3.5T-GDI AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.8,5등급
GV80 3.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.8,5등급
GV80 3.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.4,5등급
GV80 3.5T-GDI 2WD 5인 20인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.4,5등급
GV80 3.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,215,8,5등급
GV80 3.5T-GDI 2WD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,210,8.2,5등급
GV80 3.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.4,5등급
