모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
"GV70 FL 2.5T-GDI AWD 21"" 스포츠패키지",현대자동차㈜,승용차,다목적형,9,,7.9,10.8,5등급
"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지(썸머)",현대자동차㈜,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 3.5T-GDI AWD 21"" ",현대자동차㈜,승용차,다목적형,8.3,,7.3,9.8,5등급
"GV70 FL 3.5T-GDI AWD 21"" 스포츠패키지",현대자동차㈜,승용차,다목적형,8.3,,7.3,9.8,5등급
Q7 55 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.1,,7.2,9.4,5등급
"GV70 FL 3.5T-GDI RWD 21""",현대자동차㈜,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지",현대자동차㈜,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 2.5T-GDI AWD 21""",현대자동차㈜,승용차,다목적형,9,,7.9,10.8,5등급
한국상용1톤롱바디EV트럭,한국상용트럭 주식회사,화물차,일반형,2.7,177,3.2,2.3,5등급
BMW M4 Competition M xDrive Coupe,BMW코리아㈜,승용차,일반형,8.1,,7,10,5등급
BMW M4 Competition M xDrive Convertible,BMW코리아㈜,승용차,일반형,8.2,,7.1,10.1,5등급
한국상용0.9톤롱바디EV내장탑트럭,한국상용트럭 주식회사,화물차,일반형,2.1,137,2.6,1.7,5등급
Mercedes-AMG A 45 S 4MATIC +,메르세데스-벤츠코리아(주),승용차,일반형,9.1,,8.1,10.8,5등급
Mercedes-AMG CLA 45 S 4MATIC+,메르세데스-벤츠코리아(주),승용차,일반형,9.2,,8.2,10.9,5등급
STEGO-Z,이브이앤솔루션 주식회사,화물차,화물,3.2,144,3.5,2.9,5등급
Mercedes-AMG GLB 35 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,9.2,,8.4,10.5,5등급
레인지로버 벨라 P400,(주)재규어랜드로버코리아,승용차,다목적형,8.2,,7.3,9.5,5등급
K8(GL3 PE) 3.5 LPI 18인치,기아 주식회사,승용차,일반형,7.8,,6.6,10,5등급
K8(GL3 PE) 3.5 LPI 17인치(nC),기아 주식회사,승용차,일반형,8,,6.8,10.2,5등급
K8(GL3 PE) 3.5 GDI AWD 19인치,기아 주식회사,승용차,일반형,9,,7.5,11.7,5등급
K8(GL3 PE) 3.5 GDI AWD 18인치,기아 주식회사,승용차,일반형,9.1,,7.6,12,5등급
Rolls-Royce Cullinan Black Badge,BMW코리아㈜,승용차,다목적형,5.4,,4.5,6.9,5등급
Rolls-Royce Cullinan,BMW코리아㈜,승용차,다목적형,5.5,,4.6,7.1,5등급
Mercedes-Maybach S 680,메르세데스-벤츠코리아(주),승용차,일반형,6.1,,5,8.3,5등급
K8(GL3 PE) 3.5 GDI AWD 20인치,기아 주식회사,승용차,일반형,9,,7.5,11.7,5등급
Mercedes-Maybach S 580,메르세데스-벤츠코리아(주),승용차,일반형,8.1,,7,10.1,5등급
Mercedes-AMG GLC 43 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,8.7,,7.6,10.6,5등급
Mercedes-Maybach S 680,메르세데스-벤츠코리아(주),승용차,일반형,6.1,,5,8.3,5등급
카이엔 GTS Coupe (5인승),포르쉐코리아 주식회사,승용차,다목적형,7,,6.1,8.7,5등급
Mercedes-Benz G 580 with EQ Technology,메르세데스-벤츠코리아(주),승용차,다목적형,3,392,3.2,2.7,5등급
카이엔 GTS,포르쉐코리아 주식회사,승용차,다목적형,7,,6.1,8.7,5등급
카이엔 GTS Coupe,포르쉐코리아 주식회사,승용차,다목적형,7,,6.1,8.7,5등급
EMIRA V6,로터스카스코리아 주식회사,승용차,일반형,7.7,,6.5,9.9,5등급
BMW M3 Competition M xDrive Touring,BMW코리아㈜,승용차,일반형,7.9,,7,9.4,5등급
Explorer 2.3L AWD,포드세일즈서비스코리아(유),승용차,다목적형,8.7,,7.6,10.4,5등급
Mercedes-Maybach S 580,메르세데스-벤츠코리아(주),승용차,일반형,8.1,,7,10.1,5등급
BMW M4 CS,BMW코리아㈜,승용차,일반형,8,,7.1,9.7,5등급
Mercedes-Benz S 580 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,8,,6.9,10,5등급
Rolls-Royce Cullinan Black Badge,BMW코리아㈜,승용차,다목적형,5.4,,4.5,6.9,5등급
Rolls-Royce Cullinan,BMW코리아㈜,승용차,다목적형,5.5,,4.6,7.1,5등급
BMW M3 Competition M xDrive,BMW코리아㈜,승용차,일반형,8.2,,7.3,9.8,5등급
EMIRA V6,로터스카스코리아 주식회사,승용차,일반형,8.1,,7,10.1,5등급
Explorer 2.3L AWD (Platinum),포드세일즈서비스코리아(유),승용차,다목적형,8.7,,7.6,10.4,5등급
Mercedes-AMG GLC 43 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,8.8,,7.7,10.8,5등급
Mercedes-AMG SL 63 4MATIC +,메르세데스-벤츠코리아(주),승용차,일반형,6.5,,5.5,8.2,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 7인 20인치 25MY,기아 주식회사,승용차,다목적형,9.3,,8.3,10.8,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 6인 20인치 25MY,기아 주식회사,승용차,다목적형,9.3,,8.3,10.8,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 5인 20인치 25MY,기아 주식회사,승용차,다목적형,9.3,,8.3,10.8,5등급
BMW M2,BMW코리아㈜,승용차,일반형,8.5,,7.4,10.2,5등급
Bronco 2.3,포드세일즈서비스코리아(유),승용차,다목적형,8.4,,7.9,9.1,5등급
RS Q8 performance,폭스바겐그룹코리아 주식회사,승용차,다목적형,6.5,,5.8,7.7,5등급
Lincoln Aviator 3.0L AWD(Black Label),포드세일즈서비스코리아(유),승용차,다목적형,7.7,,6.9,9.1,5등급
디펜더 130 P400,(주)재규어랜드로버코리아,승용차,다목적형,7.2,,6.6,8.2,5등급
더 뉴 레인지로버 스포츠 P360,(주)재규어랜드로버코리아,승용차,다목적형,8.3,,7.4,9.9,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,3.1,397,3.1,3.1,5등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.3,421,3.3,3.2,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,3.1,397,3.1,3.1,5등급
더 뉴 레인지로버 스포츠 P400,(주)재규어랜드로버코리아,승용차,다목적형,8.3,,7.4,9.9,5등급
Mercedes-Maybach GLS600,메르세데스-벤츠코리아(주),승용차,다목적형,6.2,,5.5,7.5,5등급
Bentayga S,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga S,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8 EWB,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8 EWB,폭스바겐그룹코리아 주식회사,승용차,다목적형,7,,6.1,8.3,5등급
Mercedes-Benz GLS 580 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,6.5,,5.8,7.6,5등급
Mercedes-Benz GLE 450 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,8.2,,7.5,9.4,5등급
Mercedes-AMG GLE 53 4MATIC + Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,8.3,,7.5,9.5,5등급
Mercedes-AMG G 63,메르세데스-벤츠코리아(주),승용차,다목적형,5.8,,5.4,6.5,5등급
Mercedes-AMG GLE 53 4MATIC +,메르세데스-벤츠코리아(주),승용차,다목적형,7.8,,7.1,8.9,5등급
Mercedes-Benz GLE 450 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,8.4,,7.6,9.5,5등급
Mercedes-Maybach GLS600,메르세데스-벤츠코리아(주),승용차,다목적형,6.2,,5.5,7.5,5등급
Mercedes-Benz GLS 580 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,6.5,,5.8,7.6,5등급
Mercedes-AMG GLE 53 4MATIC +,메르세데스-벤츠코리아(주),승용차,다목적형,7.8,,7.1,8.9,5등급
Mercedes-Benz GLE 450 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,8.4,,7.6,9.5,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 무,기아 주식회사,승용차,다목적형,9.2,,8.2,10.6,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 유,기아 주식회사,승용차,다목적형,8.8,,7.9,10.1,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 18인치,기아 주식회사,승용차,다목적형,8.7,,7.7,10.3,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 19인치,기아 주식회사,승용차,다목적형,8.6,,7.6,10.1,5등급
Mercedes-Benz GLS 450 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,7.9,,7.2,8.9,5등급
Lincoln Aviator 3.0L AWD(Reserve),포드세일즈서비스코리아(유),승용차,다목적형,7.7,,6.9,9.1,5등급
파나메라 GTS (5인승),포르쉐코리아 주식회사,승용차,일반형,7.2,,6.2,9,5등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.3,421,3.3,3.2,5등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.3,421,3.3,3.2,5등급
파나메라 GTS,포르쉐코리아 주식회사,승용차,일반형,7.2,,6.2,9,5등급
Mercedes-Benz GLS 450 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,7.9,,7.2,8.9,5등급
Mercedes-AMG SL 43,메르세데스-벤츠코리아(주),승용차,일반형,8.8,,7.4,11.3,5등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.3,421,3.3,3.2,5등급
GV80 개조 2.5T AWD 쿠페 (25MY),현대자동차㈜,승용차,다목적형,8.2,,7.3,9.5,5등급
"GV80 개조 2.5T AWD 20""/22"" (25MY)",현대자동차㈜,승용차,다목적형,8.3,,7.4,9.7,5등급
"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 미장착 (25MY)",현대자동차㈜,승용차,다목적형,8.9,,7.8,10.6,5등급
GV80 e-S/C 3.5T-GDI 20인치(nC) (25MY),현대자동차㈜,승용차,다목적형,8.3,,7.4,9.8,5등급
GV80 e-S/C 3.5T-GDI 20인치(C) (25MY),현대자동차㈜,승용차,다목적형,8.2,,7.3,9.6,5등급
GV80 e-S/C 3.5T-GDI 22인치 (25MY),현대자동차㈜,승용차,다목적형,8.1,,7.3,9.3,5등급
GV80 개조 3.5T AWD 쿠페 (25MY),현대자동차㈜,승용차,다목적형,7.8,,6.8,9.3,5등급
"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 장착 (25MY)",현대자동차㈜,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 20""  6/7인 (25MY)",현대자동차㈜,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 22"" (25MY)",현대자동차㈜,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 미장착 (25MY)",현대자동차㈜,승용차,다목적형,7.9,,6.8,9.7,5등급
"GV80 개조 2.5T AWD 19"" 6/7인 (25MY)",현대자동차㈜,승용차,다목적형,8.5,,7.5,10,5등급
"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 장착 (25MY)",현대자동차㈜,승용차,다목적형,8.7,,7.6,10.5,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,2.9,375,2.9,2.8,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,2.9,375,2.9,2.8,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,2.9,375,2.9,2.8,5등급
ELETRE R,로터스카스코리아 주식회사,승용차,다목적형,2.9,375,2.9,2.8,5등급
ODYSSEY,혼다코리아(주),승용차,일반형,9,,7.7,11.2,5등급
S5 TFSI,폭스바겐그룹코리아 주식회사,승용차,일반형,9.2,,7.9,11.6,5등급
Atlas 2.0 TSI,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.5,,7.6,10.1,5등급
Atlas 2.0 TSI,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.5,,7.6,10.1,5등급
Maserati Grecale Folgore,스텔란티스코리아 주식회사,승용차,다목적형,3,333,3.1,2.9,5등급
911 카레라 4 GTS 카브리올레,포르쉐코리아 주식회사,승용차,일반형,7.6,,6.7,9.2,5등급
Rolls-Royce Phantom,BMW코리아㈜,승용차,일반형,5.4,,4.5,7,5등급
Rolls-Royce Phantom Extended,BMW코리아㈜,승용차,일반형,5.3,,4.4,7.1,5등급
Rolls-Royce Black Badge Ghost,BMW코리아㈜,승용차,일반형,5.6,,4.7,7.2,5등급
911 카레라 GTS 카브리올레,포르쉐코리아 주식회사,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 4 GTS,포르쉐코리아 주식회사,승용차,일반형,7.6,,6.7,9.2,5등급
911 타르가 4 GTS,포르쉐코리아 주식회사,승용차,일반형,7.6,,6.7,9.2,5등급
Rolls-Royce  Ghost ,BMW코리아㈜,승용차,일반형,5.4,,4.5,7.2,5등급
Mercedes-AMG CLE 53 4MATIC + Cabriolet,메르세데스-벤츠코리아(주),승용차,일반형,9.1,,8,10.9,5등급
911 카레라 GTS ,포르쉐코리아 주식회사,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 GTS ,포르쉐코리아 주식회사,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 GTS 카브리올레,포르쉐코리아 주식회사,승용차,일반형,7.9,,6.9,9.6,5등급
Rolls-Royce  Ghost  Extended,BMW코리아㈜,승용차,일반형,5.5,,4.6,7.3,5등급
렉서스 LX700h,한국토요타자동차㈜,승용차,다목적형,8,,7.7,8.5,5등급
렉서스 LX700h,한국토요타자동차㈜,승용차,다목적형,8,,7.7,8.5,5등급
렉서스 LX700h,한국토요타자동차㈜,승용차,다목적형,8,,7.7,8.5,5등급
캐딜락 Escalade ESV,지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,5.9,,5.2,7.1,5등급
캐딜락 Escalade,지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,6.4,,5.6,7.7,5등급
포터(HR) 일렉트릭 (25MY),현대자동차㈜,화물차,일반형,3.1,217,3.6,2.7,5등급
디펜더 110 P635 OCTA,(주)재규어랜드로버코리아,승용차,다목적형,7,,6.3,8.1,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 18인치,현대자동차㈜,승용차,다목적형,8.6,,7.6,10.3,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 18인치,현대자동차㈜,승용차,다목적형,8.7,,7.7,10.4,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 20인치,현대자동차㈜,승용차,다목적형,9,,7.9,10.8,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 21인치,현대자동차㈜,승용차,다목적형,8.7,,7.6,10.6,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 21인치,현대자동차㈜,승용차,다목적형,8.2,,7.2,9.8,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 20인치,현대자동차㈜,승용차,다목적형,9,,7.9,10.8,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 21인치,현대자동차㈜,승용차,다목적형,8.2,,7.2,9.8,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 21인치,현대자동차㈜,승용차,다목적형,8.7,,7.6,10.6,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 20인치,현대자동차㈜,승용차,다목적형,8.2,,7.2,9.8,5등급
봉고 (PU) 전기차 (25MY),기아 주식회사,화물차,일반형,3.1,217,3.6,2.7,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 20인치,현대자동차㈜,승용차,다목적형,8.2,,7.2,9.8,5등급
DB12 Coupe,브리타니아오토 주식회사,승용차,일반형,7.2,,6.1,9.2,5등급
Mercedes-Benz C 200,메르세데스-벤츠코리아(주),승용차,일반형,11.5,,10.1,13.7,4등급
Master Bus Ph2 13p,르노코리아 주식회사,승합차,일반형,9.5,,9.3,9.8,4등급
벨로스터 N 2.0T-GDI_8DCT,현대자동차㈜,승용차,일반형,10.2,,8.9,12.3,4등급
티볼리 가솔린 1.5 AT AWD 저공해3종,케이지모빌리티 주식회사,승용차,기타형,10.8,,9.8,12.3,4등급
코란도 가솔린 1.5 AT 2WD 저공해3종 17인치,케이지모빌리티 주식회사,승용차,다목적형,11.5,,10.5,13,4등급
코란도 가솔린 1.5 AT 2WD 저공해3종 19인치,케이지모빌리티 주식회사,승용차,다목적형,11.3,,10.3,12.7,4등급
코란도 가솔린 1.5 AT 4WD 저공해3종,케이지모빌리티 주식회사,승용차,다목적형,10.5,,9.6,11.8,4등급
GV80 2.5T-GDI 2WD 5인 19인치타이어 (빌트인캠),현대자동차㈜,승용차,다목적형,9.5,,8.5,10.9,4등급
GV80 2.5T-GDI 2WD 5인승 19인치 타이어,현대자동차㈜,승용차,다목적형,9.7,,8.7,11.1,4등급
아반떼 1.6 LPI 15인치 타이어,현대자동차㈜,승용차,일반형,10.6,,9.4,12.5,4등급
아반떼 1.6 LPI 16인치 타이어,현대자동차㈜,승용차,일반형,10.5,,9.3,12.4,4등급
아반떼 1.6 LPI 17인치 타이어,현대자동차㈜,승용차,일반형,10.3,,9.2,12,4등급
"Mercedes-Benz C 200 Coupe	",메르세데스-벤츠코리아(주),승용차,일반형,11.1,,9.8,13.3,4등급
Mercedes-Benz GLE 300 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.7,,10.1,11.5,4등급
벤츠 C 200 Cabriolet,메르세데스-벤츠코리아(주),승용차,일반형,10.4,,9.2,12.4,4등급
Mercedes-Benz GLE 400 d 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,10.5,,9.8,11.5,4등급
캐딜락 CT4 2.0T,지엠아시아퍼시픽지역본부 주식회사,승용차,일반형,10.6,,9.3,12.9,4등급
쏘나타(DN8) 2.0LPI_18인치타이어_21MY,현대자동차㈜,승용차,일반형,9.9,,8.7,11.6,4등급
쏘나타(DN8) 2.0LPI_17인치타이어_21MY,현대자동차㈜,승용차,일반형,10.2,,9,12,4등급
쏘나타(DN8) 2.0LPI_16인치타이어_21MY,현대자동차㈜,승용차,일반형,10.2,,9,12,4등급
MINI John Cooper Works Clubman ALL4,BMW코리아㈜,승용차,일반형,10,,8.9,11.7,4등급
BMW M235i xDrive Gran Coupe,BMW코리아㈜,승용차,일반형,10.4,,9.2,12.3,4등급
BMW M340i xDrive Touring,BMW코리아㈜,승용차,일반형,9.9,,8.8,11.9,4등급
Mercedes-Benz GLS 400 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,9.8,,9,11,4등급
Mercedes-Benz GLB 220,메르세데스-벤츠코리아(주),승용차,일반형,11.5,,10.3,13.2,4등급
"SM6 2.0 LPLi New (18"" Tire)",르노코리아 주식회사,승용차,일반형,9.4,,8.4,10.9,4등급
"SM6 2.0 LPLi New (16"" Tire)",르노코리아 주식회사,승용차,일반형,9.5,,8.5,11,4등급
벤츠 E 350 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,10.2,,9.2,11.6,4등급
Mercedes-Benz GLE 300 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.7,,10.1,11.5,4등급
벨로스터 N 2.0T-GDI (PP)_21MY,현대자동차㈜,승용차,일반형,10.5,,9.5,11.9,4등급
벨로스터 N 2.0T-GDI (STD)_21MY,현대자동차㈜,승용차,일반형,10.7,,9.7,12.1,4등급
쏘나타(DN8) 2.5 T-GDI_19인치타이어(빌트인캠),현대자동차㈜,승용차,일반형,10.9,,9.4,13.5,4등급
쏘나타(DN8) 2.5 T-GDI_19인치타이어,현대자동차㈜,승용차,일반형,11.1,,9.6,13.6,4등급
캐딜락 CT5 2.0T,지엠아시아퍼시픽지역본부 주식회사,승용차,일반형,10.2,,8.7,12.7,4등급
BMW X6 xDrive40d,BMW코리아㈜,승용차,다목적형,10.5,,9.5,11.9,4등급
Mercedes-Benz GLC 300 4MATIC ,메르세데스-벤츠코리아(주),승용차,다목적형,9.7,,8.9,10.8,4등급
BMW X5 xDrive40d,BMW코리아㈜,승용차,다목적형,10.1,,9.4,11.3,4등급
말리부 2.0 TURBO,한국지엠주식회사,승용차,일반형,10.5,,9.1,13,4등급
캐딜락 XT4,지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,10,,8.8,11.8,4등급
S5 Coupe TFSI,폭스바겐그룹코리아 주식회사,승용차,일반형,9.5,,8.2,11.5,4등급
스팅어(CK PE) 2.5T-GDI AWD_19인치(썸머),기아 주식회사,승용차,일반형,9.9,,8.9,11.5,4등급
스팅어(CK PE) 2.5T-GDI AWD_19인치(올시즌),기아 주식회사,승용차,일반형,10,,9,11.5,4등급
스팅어(CK PE) 2.5T-GDI AWD_18인치타이어,기아 주식회사,승용차,일반형,10.2,,9.1,11.8,4등급
BMW X5 xDrive40d,BMW코리아㈜,승용차,다목적형,10.1,,9.4,11.3,4등급
스팅어(CK PE) 2.5T-GDI 2WD_19인치(썸머),기아 주식회사,승용차,일반형,10.6,,9.6,12.1,4등급
스팅어(CK PE) 2.5T-GDI 2WD_19인치(올시즌),기아 주식회사,승용차,일반형,10.8,,9.7,12.4,4등급
스팅어(CK PE) 2.5T-GDI 2WD_18인치타이어,기아 주식회사,승용차,일반형,11.2,,9.8,13.4,4등급
투싼 1.6T-GDI AWD 7DCT 19인치 (빌트인캠),현대자동차㈜,승용차,다목적형,11,,10.2,12,4등급
투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠),현대자동차㈜,승용차,다목적형,11.3,,10.5,12.4,4등급
MINI John Cooper Works Countryman ALL4,BMW코리아㈜,승용차,일반형,10.4,,9.1,12.7,4등급
C35S2,(주)신원씨케이모터스,화물차,밴형,9.7,,9.6,9.9,4등급
BMW 420i Coupe,BMW코리아㈜,승용차,일반형,11.5,,10.3,13.5,4등급
쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치타이어,기아 주식회사,승용차,다목적형,11,,9.8,12.9,4등급
쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,10.9,,9.8,12.7,4등급
BMW 430i Coupe,BMW코리아㈜,승용차,일반형,11.1,,10,13,4등급
C35S5,(주)신원씨케이모터스,화물차,밴형,9.7,,9.6,9.9,4등급
쏘렌토(MQ4) 2.5T-GDI 4WD 7인 20인치타이어,기아 주식회사,승용차,다목적형,9.7,,8.8,11.1,4등급
쏘렌토(MQ4) 2.5T-GDI 4WD 5인 20인치타이어,기아 주식회사,승용차,다목적형,9.7,,8.8,11.1,4등급
쏘렌토(MQ4) 2.5T-GDI 4WD 6인 20인치타이어,기아 주식회사,승용차,다목적형,9.7,,8.8,11.1,4등급
쏘렌토(MQ4) 2.5T-GDI 2WD 6인 18인치타이어,기아 주식회사,승용차,다목적형,10.6,,9.5,12.4,4등급
쏘렌토(MQ4) 2.5T-GDI 4WD 7인 18인치타이어,기아 주식회사,승용차,다목적형,10,,9,11.8,4등급
